Name	In_TC1	In_TC4	In_TC6	In_TC8	QY1	QY2	QY4	QY5
"4-[2-(2-oxo-1-imidazolidinyl)ethyl]-1lambda~6~,4-thiazinane-1,1-dione"	29732738.5	18324974.14	14706333.39	6532907.632	972314.4293	1345927.407	6169673.295	3547109.387
carbamazepine-d10	268725839.7	668761281.6	531195770.4	195369229.7	511145481.6	274090915.2	498908935.1	341135176.5
Wogonin	12806544.38	9799561.533	63932271.12	17031992.6	5020874.704	15715677.28	12904496.97	4760411.925
L-Cysteine-S-sulfate	897431.5446	540592.8458	800259.549	696269.659	1953312.473	50974935.63	15347302.85	1522518.846
ACar 15:0	2710744.418	4466626.547	1749904.09	746887.0308	1881909.588	290489.1148	1354597.989	73933479.8
5-Methoxyindole-3-Carbaldehyde	2390334.631	1140108.739	6264426.595	3378716.968	1652403.303	2444195.32	21507595.72	14759255.54
2-Oxindole	710109427.1	159616310.6	819758135.6	1045643729	18486587.34	7732062.03	10577901.84	187672126
Pyridoxine O-Glucoside	16711182.34	8082510.024	26881811.03	13411137.66	1119094.333	1049528.787	1513376.203	1233025.89
Diosgenin	5656762.625	3244193.773	15742728.63	15600685.73	6061621.487	2426362.186	11056402.77	9309494.415
Leucylproline	250114602.9	659366857.3	515467488	171036389.3	216421281	72830869.68	468858367.1	334558732.1
RNH	8466166.055	4441368.886	9941943.465	55858959.35	465823.1406	276720.3156	2555403.99	941741.1959
Cyclohexaneacetic acid	4738638.35	3976916.562	9097612.922	7841384.892	9661965.63	5133199.585	4324756.155	3142976.501
Glutathione (oxidized)	181840611.3	287749886.5	662298.2579	662351.844	252319.9367	211755.3209	188525.096	168785.8341
DL-Arginine	1300138247	497298124.3	131415743	115935857.6	16159026.92	6113521.819	117858700.6	83277613
4-Hydroxy-3-methylbenzoic acid	4435611.403	2373507.571	5175168.56	9076267.145	7254798.303	11279390.23	4982101.603	4654764.266
"5,8-dihydroxy-10-methyl-5,8,9,10-tetrahydro-2H-oxecin-2-one"	46167263.22	15633987.63	61329032.29	34911664.7	47862073.49	31571602.05	15436809.83	12496992.98
Tyramine	156407977.8	71119019.84	123963484.4	100830771	109244784.4	181664590.7	1649335.786	6019469.944
P-Coumaroyl Agmatine	12378331.19	6206724.503	26058333.51	7488506.786	874879.0188	503710.7274	389969.1957	610879.2737
Nomilin	11584730.54	6383102.54	26040183.21	21054079.17	1743174.853	337988.1603	502195.8123	2301746.83
Delta-Tridecalactone	15603962.79	12694910.82	11511016.13	704449.5276	60013733.65	48217189.87	2160355.604	60715316.01
Cytidine-5'-monophosphate	5031424.049	17355879.99	418115.7288	4072509.289	235939.1854	145990.4196	265819.5788	243532.5368
Beta-Muricholic acid	135839072.9	6096541845	374361508.8	313159763.4	5792627921	2581848970	3943136863	4661350964
"13,14-dihydro-15-keto Prostaglandin A2"	15677100.22	33852352.72	57135088.44	38101225.17	5151335.857	3864915.762	3744605.039	2446299.781
Lysine Butyrate	3474181.022	33800171.97	853002.3643	1295560.601	4411727.948	905556.5287	12225374.82	264226.1507
PEtOH (22:1-20:4)	609938.4025	559117.6072	25552617.83	9832089.594	224503.8783	116802.1361	1607848.676	1779418.601
β-D-Glucopyranuronic acid	125518267.7	161128779.4	172953141.5	105801978.7	4407759.667	19536540.55	20307438.59	10758605.63
AMK	2364195.343	343500.2419	3088256.529	3181515.885	2127586.31	47261861.82	341810.6725	443521.1477
Citric acid	10013781.44	7298014.845	8115784.308	20844499.48	788842.4823	1881662.437	20227134.71	441846.8254
3-Methyladipic acid	70735084.02	57015330.63	410772152.9	218595631.8	138843469	76317736.12	56730535.99	49420966.46
Sodium cholate	3923537.275	2211006.674	3141882.659	2455228.955	5304808.137	3289657.989	54962660.53	10267292.25
Ethyl chrysanthemumate	4521574.257	3027088.603	3815208.38	2595398.595	7273365.881	14712059.27	6771438.183	7949018.025
N-Acetyl-DL-glutamic acid	160723890.7	25976662.35	205406814.8	155703833.5	19540644.61	25737923.57	69989622.28	38109809.47
8-iso-15-keto Prostaglandin E2	273736.8618	98079.59602	514923.174	209411.9232	3851757.478	130210.3033	487753.1754	26927426.36
Picolinic acid	27482852.72	13888740.82	22905482.27	14107672.58	4895998.508	5022681.721	5336368.832	10163495.74
Soyasaponin I	93445079.42	21686893.37	333845526.9	70207270.69	198690348.5	662996710	3427251903	1000018723
"9-Oxo-10(E),12(E)-octadecadienoic acid"	276383579.3	180726409.4	130070216.2	103100040.5	1467550287	191769517.7	1027627997	436122628.6
Pulegone	10157658.21	5147592.93	10728986.73	8474488.314	35727351.93	20427665.86	21304736.54	25277735.68
"1-(4-methoxyphenyl)propane-1,2-diol"	49624280.89	15686624.22	57606416.89	27248974.74	23942719.26	18762051.89	12767368.1	12687510.34
Creatinine	219777806.6	132857982.4	187023745.9	224034870.8	577015181.5	862134715.7	177597999.4	124068044.8
2-Hydroxy-6-Aminopurine	406378.6527	211404.5452	323896.8711	365750.2928	366026.4264	173815.7654	2051744.605	15515263.96
Etiocholanolone	5737006.91	1793769.172	7768395.597	4221171.622	20164282.42	1908827.982	3396740.472	66378247.94
O-Phospho-L-serine	46467470.84	32386131.2	24669538.94	36677784.2	4269945.546	3215226.413	4551542.043	6279794.677
PC (18:2/18:3)	5314803.557	7512538.271	24148359.24	51003019.22	8564962.849	9393241.344	3860136.174	5272662.92
Oleoyl-L-alpha-lysophosphatidic acid	525224.6218	356778.8969	1468164.741	218556.7439	16099093.41	956895.6317	13995895.29	1062141.182
DL-Stachydrine	38952897.19	34260858.76	69302421.19	70440953.59	1094981269	856603397.1	505384001.8	177886151.7
11(E)-Eicosenoic Acid	204791261.4	269340760.9	45663626.82	342674829.2	3702657.298	4285515.213	9417172.733	12902786.53
L-(-)-Glyceric acid	17716033.47	10148971.88	13300326.26	23098171.55	765814.4818	770827.1702	1291964.848	2751107.889
LPC 18:1	2069133051	3067890268	724652596.8	86931483.35	23767596.51	29548292.32	61621067.86	12683082.16
PG (27:0/18:1)	21340431.18	13236805.39	13594797.68	9044996.864	8317656.506	3553017.282	19332777.59	22649262.22
20-Carboxy-Leukotriene B4	11022102.91	4952459.498	12453132.61	5361111.191	5958193.835	2835595.311	6744093.002	7066761.248
Prednisolone tebutate	3361413.608	1307833.438	4488130.433	1266072.433	926353.74	918946.6905	3773835.377	1442796.757
Momordin Ic	2375977.837	801693.775	13872446.38	1437353.233	18440640.87	5800589.142	27664794.66	423576405.2
Dl-3-Hydroxy-kynurenine	6155249.362	3259428.831	16540493.47	22832380.96	22125689.14	45028608.93	6368075.469	6275203.356
LPE 20:3	7127539.901	16225175.66	2940166.347	1403881.155	259338.1475	192799.7579	181111.1994	139792.6516
MAB-CHMINACA-d4	2448293.579	1188558.563	5821323.601	4259500.389	16390631.95	26288304.01	31006198.99	22359855.49
"5-(2,5-dihydroxyhexyl)oxolan-2-one"	18972289.58	7364666.288	55685065.18	17593461.56	32541423.43	18106772.05	14305908.36	18963339.87
LPC 20:2	12572544.49	16101976.25	6338306.655	1244081.801	304759.1942	204673.8102	310980.8004	196546.7624
"5-[(10Z)-14-(3,5-dihydroxyphenyl)tetradec-10-en-1-yl]benzene-1,3-diol"	21082650.93	57712632.06	89353003.43	60303036.41	408739476.7	513315374.4	978804426.8	319088667.1
Υ-L-Glutamyl-L-glutamic acid	62958727.47	22287685.36	12423584.72	29205515.47	1775194.454	1866432.814	6707488.34	2280620.96
Histamine	19197246.16	5819747.791	9355721.132	1348064.979	11730559.03	188822445.1	965874.1166	466187049.1
D-Threose	54907482.66	44132876.71	103146021	89173176.5	53300748.31	164421139.5	86527374.55	33045808.77
Valproic acid	3366045.441	3352315.535	23536096.09	7243386.346	19654615.7	7102660.193	15232308.04	11897826.2
Lysopc 16:1	24047943.86	30878177.83	8232258.748	5264904.308	356022.9603	660635.3642	399571.3492	610861.52
N-Acetyl-DL-phenylalanine	16686435.2	7023548.585	54545454.72	7736573.777	5653115.524	12679132.31	5768372.189	4354434.584
3-Methylindole	1570306.903	1332071.056	16023460.97	22280186.25	1105637.843	528945.1315	1053907.074	6378861.106
Lysopc 20:0	42027425.13	30849990.85	3344652.524	17525341.67	205169.826	443170.2217	117238.9477	134680.4768
"N-[3-(aminosulfonyl)phenyl]-2,3-dihydro-1,4-benzodioxine-2-carboxamide"	50051759.14	45988027.1	3843552.422	130103261	124787630.2	26680286.34	1313244.291	9493241.963
"(11E,15Z)-9,10,13-trihydroxyoctadeca-11,15-dienoic acid"	5368018.427	692310.2071	8433882.877	2667213.796	7466903.354	3165515.705	50557171.22	6578825.927
Azetidine-2-carboxylic acid	48207879.19	26487339.62	47282328.68	48362001.21	2856910.935	2544793.306	15175963.98	5388198.926
DPK	12597795.76	4229175.494	10154411.86	48320524.2	4777517.804	6687363.37	1934994.727	3613528.529
"(+/-)-CP 47,497-C7-Hydroxy metabolite"	28622889.16	6995078.815	6257179.334	23405447.57	679770.2286	1860044.031	16598788.37	585427.4615
Cinnamaldehyde	19986730.07	5269676.312	39312295.28	21604636.44	14042436.12	7306724.689	5790911.104	41042650.28
Stearamide	3127943638	5882208278	5162979829	4712748638	678393329.6	1419635828	4233050458	8793124427
LPC 14:0	78566846.96	254289091.3	33282755.5	17727835.78	649651.7277	833050.1261	398703.8097	478026.9416
LPE 17:1	21326335.65	10639582.9	34920846.85	13691355.1	5879844.482	23836930.86	49733430.13	4008003.08
L-Pipecolate	4832732.279	2909891.663	7302033.242	5584136.264	20498070.97	42556554.33	8264762.065	5221889.039
4-(octyloxy)benzoic acid	545231.4124	1176946.127	1053982.138	845876.5653	8469545.592	8167380.613	17161679.43	24325778.07
"3-(3,4-Dihydroxyphenyl)-2-Methylalanine"	5601009.255	10323098.84	51088776.19	6472967.704	13322956.64	3086120.066	4202300.038	9805203.601
N-Acetyl-L-leucine	21096599.89	16975199.31	48757313.64	49098225.55	75663169.43	774349915.7	4726995.505	4609556.132
1-(4-Methoxyphenyl)-2-propanone	2460978.647	1638419.378	5000128.545	3039778.992	16016063.39	5305210.878	18986747.83	27790418.17
Gly-Tyr-Ala	4790884.87	15304747.28	8883879.27	4636865.439	3367273.901	1333968.932	2816802.745	6892544.401
"4-(anilinomethylidene)-3-methyl-4,5-dihydroisoxazol-5-one"	9918354.841	4753066.957	7239157.909	6526400.088	21427360.39	35331267.17	22186978.3	5451529.232
2-Hydroxyvaleric acid	140591499	36899436.05	113705011.5	217692773.4	207925469.7	41422272.47	221282230	345413742.2
8-Hydroxyquinoline	196598259.1	44102700.98	444695004.6	299156065	59378828.79	60798447.58	107013295	273052858.8
"2-oxa-4-azatetracyclo[6.3.1.1~6,10~.0~1,5~]tridecan-3-one"	7322087.64	2105575.172	3960361.252	1942191.413	69961859.67	4473009.099	8039367.646	8640301.807
12-epi Leukotriene B4	6252035.168	15103155.55	1993056.494	4558176.154	430888.1988	746222.6304	476271.6747	436831.5132
4-(trifluoromethyl)nicotinic acid	12927812.22	2729786.515	14657458.93	39454321.24	13073017.11	7466436.521	48796006.19	18565725.54
KLK	3921070.551	3689441.059	4776024.599	2792900.998	6530589.76	6027152.966	887661955.1	9697009.938
2-Naphthol	4399531.93	3464218.241	4814333.522	3822835.876	3914212.499	5749440.185	2199313.23	5732964.84
Azelaic acid	47814360.66	49524109.27	368855128.1	158213504.7	254499671.4	106270540.2	197752068.8	132668766.5
FLK	17320751.95	29439675.48	5956523.359	2771809.822	970014.7408	609048.2021	1738464.85	2891909.449
4-Hydroxymandelonitrile	94277105.58	83392768.16	230655448	831107691.8	196967984.8	222566440	22944131.54	168260098.1
17alpha-Ethinyl estradiol	5317032.42	12133050.24	19921407.7	5201185.797	17222420.82	6398916.174	15212631.72	9280142.811
LPC 22:4	10957962.19	14879829.25	5550666.292	896917.049	89397.48969	99434.90754	211248.8438	116399.4044
5-Hydroxytryptophan	2560066.885	1002644.185	5028697.979	3098290.485	18953723.02	41131586.25	2640637.95	2932598.122
Orotic acid	23948220.68	5437445.763	2101174.111	5382105.995	317466.7389	156853.3817	272381.7291	623482.8244
(±)-Abscisic acid	24056055.27	29111731.74	3143094.772	1374532.191	1455056.05	808056.0017	4085792.517	2323899.842
LPC 11:0	93223753.96	21595129.88	341783973.3	70213475.98	193873733.9	653167441.5	3336705562	968701069.2
N-(1-benzyl-4-piperidinyl)-4-(1H-pyrazol-1-yl)benzamide	45894099.04	7735092.967	51179625.92	18251679.27	1795916.441	3247622.307	4258090.242	2731433.605
Homo-Gamma-Linolenic Acid (C20:3)	5421955.025	2990193.63	6580485.2	3743296.183	47160309.27	28069128.88	33737667.29	23375075
D-Glucarate	10066731.82	14638478.31	16940109.9	20161531.83	2113017.743	6026302.6	3067703.3	1729599.195
"3,4-Dihydroxyphenylethanol"	2343280.112	2089109.484	3920504.827	2364050.301	1592303.392	2108791.154	1011823.297	914180.9435
Ala-Leu	7171288.201	15773404.86	17758475.56	4120414.083	14958287.35	9629510.501	47219609.62	20820414.75
"1,5,8-Trihydroxy-9-oxo-9H-xanthen-3-yl beta-D-glucopyranoside"	521546.5671	2442701.977	666304.8422	1932758.447	17953067.98	7317578.34	332617.2993	413213.9423
(2-morpholino-5-nitrophenyl)methanol	4207454.304	1344846.731	4890079.614	1425317.331	6022923.436	40369066.38	663495.9771	381334.2906
4-Methylvaleric Acid	3411688.93	2848121.439	21585171.09	11244311.36	5863016.096	2733398.882	2009158.758	2218129.117
Heptadecanoic Acid	45738204.29	9005851.279	4458549.164	11420820.27	1320228.361	3929675.453	4907375.801	2059531.144
Thiamine	11761749.07	3896386.997	21980537	14409206.2	50291353.86	39692633.48	6580094.701	5627809.86
Pyrogallol	1279522.684	819715.1145	2124121.715	2116294.986	3699207.39	9037170.569	2313375.89	758106.3952
Dehydrocholic acid	29258974.62	3836783.813	51388112.62	8789707.5	16068406.37	5966827.919	836588065.3	35046114.57
"(5S)-5-hydroxy-1,7-diphenylheptan-3-one"	16952609.42	10763794.21	28075243.57	33829712.3	167011872.2	713978064.9	11503517.38	5137083.221
acetoacetate	11701750.77	6500708.769	20950967.85	9931737.513	2159359.843	5987843.857	3187410.081	5464846.557
2-Methoxyestrone	8843950.341	2909038.234	9544106.605	4584090.46	7010958.569	39086555.54	3142871.558	3095513.728
Clareolide	23169942.07	27637588.81	10537361.29	38610258.32	2773710.302	3184041.514	1815099.014	9623117.749
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol"	18754667.32	10579479.18	11034318.33	12141014.39	4666067.556	4699177.424	3799095.591	56529910.7
"trans-2-Butene-1,4-dicarboxylic Acid"	1119336.58	2644364.249	5425851.293	6056480.15	14729173.41	8859703.461	11618033.33	3640763.298
tetranor-PGDM	22007465	4194576.707	11312176.89	6307434.111	26861252.98	145598450.1	36737702.56	11081071.62
Argininosuccinic acid	45435692.81	27401644.21	14303557.33	21805092.68	4562018.344	30641818.24	9677162.256	4217628.455
LPC 16:2	26110417	27356892.11	11512747.46	7123138.565	731621.9918	496499.9662	544164.5681	418465.2164
UR-144 N-(5-Chloropentyl) analog	43650531.74	7862128.697	28713027.56	8205382.058	42414538.82	38384043.49	10754695.58	7676748.932
1-Methylxanthine	12902373.16	10452324.57	12251377.61	23088615.21	8194749.328	19814543.89	31257779.15	1811462.326
Prostaglandin D3	18873003.9	13490499.22	20408053.42	18189150.92	3869994.975	1085357.674	2209527.326	4075339.127
4-(methylthio)-6-phenyl-2-(3-pyridyl)pyrimidine-5-carbonitrile	1287107.519	839648.1039	6683022.99	903692.5433	8567724.517	1231554.1	44638141.65	15947113.63
Inosine	341671770.9	224139421.2	37779398.13	72844812.21	210139.3396	155884.6874	136846902.1	104579.4196
2-Ketohexanoic acid	3323231870	1183720958	4036774403	3982112859	45475721.49	44570971.43	39982912.22	320254582.6
Glycitein	26005566.23	24318503.45	82002604.62	31000072.67	682888566.2	698554864.2	2917805638	959712706.2
Flunitrazepam-d3	35349495.13	14593577.32	23387962.64	13140862.73	1025509.647	814464.8269	8092890.943	1257118.344
"Dl-3,4-Dihydroxymandelic Acid"	188842.1872	119787.5929	246665.0643	254411.9744	225391.5525	397269.4219	184115.4107	104562.3043
"5-allyl-4,6-dimethyl-2-oxo-1,2-dihydropyridine-3-carbonitrile"	8745844.064	2666742.986	16073496.12	6426892.26	25572001.84	37617058.68	9889764.4	7727655.295
17alpha-Hydroxyprogesterone	2670062.721	1638501.917	11750499.72	1877733.128	8922232.731	14958228.37	43909071.73	9033784.011
"4-(allyloxy)-1,2-dihydroquinolin-2-one"	27940227.62	25155796.12	17715936.66	12000968.04	9502412.037	31186961.81	7666263.657	4422898.43
Fmoc-L-Isoleucine	17168264.59	26561771.09	24501020.07	35185889.1	30290208.42	31310095	40927478.98	36693932.03
Shikonin	5514552.143	1821758.985	9428502.692	2227203.082	7803971.291	1846367.482	2883870.644	42302910.09
Daidzein	51867916.68	48749502.32	118060480.7	65051343.75	674213521.7	476081134.9	3858958840	236896849.6
4-Hydroxyretinoic Acid	4270976.978	26252376.07	5368067.222	2011022.401	3234268.673	1386835.435	2299732.925	4189030.894
PC (14:0e/5:0)	29939809.15	26172118.55	35087037.09	13606332.23	425851.8473	1841584.819	1021694.691	1527928.621
Myristic Acid	16917742.36	12711126.39	12234568.85	18464122.41	5504889.857	3162168.723	5559057.115	5904406.178
9-KODE	1633636.113	1671669.232	1846918.738	3709425.606	43585092.49	138966181.1	757256.5786	710066.0655
"7-(1H-pyrrol-1-yl)-5H-chromeno[2,3-b]pyridin-5-one"	868446.3265	432831.2096	10965473.31	40952383.55	636852.3847	638696.4094	464949.9897	2214523.135
Nystose	393325.3577	325865.9601	608389.527	277612.9359	261472.0778	762648.1984	1970420.856	20708965.09
N-Isobutyrylglycine	2235583.537	2138278.968	5559430.253	8729922.109	4974601.111	2334408.145	1934791.846	11204724.14
L-Palmitoylcarnitine	1660204.15	1168112.811	45823490	852507.8313	3317094.262	2564569.984	2010344.404	9324578.122
Lysopc 20:4	836143125.1	479812572	198075496.9	23225343.24	7361474.448	10352695.61	24518031.59	1932143.902
FAHFA (22:4/20:3)	6653241.307	4874776.456	4368705.34	18287754	2274851.85	1554639.815	323437.63	2645050.166
N'-(2-fluorophenyl)-5-isoxazolecarbohydrazide	1812067.871	859843.3606	1420968.749	1203170.314	7631769.08	36505326.51	1897429.065	800012.759
11-dehydro Thromboxane B2	1060838.774	446139.8944	3882443.589	7977679.398	4640470.864	8269683.498	578513.969	2103823.362
(±)11-HETE	11194152.94	12962229.56	5955092.237	10510486.27	1083785.301	1873558.459	3072945.242	3245109.556
N-Acetyl-α-D-glucosamine 1-phosphate	10821980.08	12942593.37	211333.1917	259095.7009	180593.1453	101440.9495	855714.9973	103592.6956
LPG 20:2	1512998.526	1727413.732	3606705.291	18144416.66	1745197.066	577565.6224	2047208.631	1929711.8
2-Hydroxy-4-methylthiobutanoic acid	48584430.81	12833219.84	34322904.48	50950916.91	2008069408	1701307463	194012560.6	229167861.7
Rubescensin A	35845827.97	14906673.85	31490464.5	40367375.75	20548545.82	3517911.894	27703606.97	32892734.48
LPC 22:6	81770667.46	470351825.5	23197593.39	6851436.896	1914771.672	1223438.819	749320.4667	1457802.162
Fraxinellone	10460321.68	2362646.21	44897378.37	21964237.42	3131675.353	1527484.972	2024966.151	2040393.671
"8-(1,2-dihydroxy-3-methylbut-3-en-1-yl)-7-methoxy-2H-chromen-2-one"	24095049.23	4626282.547	44555071.48	19616129.49	12591678.58	1592017.917	3654602.492	22844706.26
N-benzyl-N-isopropyl-N'-(4-isopropylphenyl)thiourea	17094419.46	949925.8895	44345469.67	8992657.913	1087747.572	141667.4943	1220193.286	5765604.087
L-Ascorbic acid 2-sulfate	995125.5394	1153078.381	2226067.467	7583190.676	158892299.7	132988132.7	53795098.57	2798814.708
LPC 22:5	1420676.322	12464309.86	204029.3397	1428397.624	89706.29939	71653.34926	105464.4912	94225.86644
Asp-Glu	17872265.74	7032362.025	5668096.635	4649795.618	1674510.854	2204059.646	4684198.783	3460438.761
N-Acetylvaline	1252772.942	758103.2007	4692016.197	3646726.011	1519386.862	831880.7707	14658949.34	2541292.372
Glyceraldehyde 3-phosphate	20034474.5	11298928.66	1683335.148	1736002.002	1453182.214	681163.8787	744702.3451	863270.6845
Suberic acid	17734245.39	19600924.45	309133260.8	110853139.1	120330124.4	72129304.35	55348517.76	39340920.58
ACar 20:2	31913002.59	24799039.54	2418326.561	3395574.445	5112349.072	114590.3374	180744.4198	230363.7563
4-Hydroxybenzaldehyde	673168586.2	449116104.5	813821537	477313860.5	38593939.4	35364441.33	195995395.9	55173822.08
Jasmonic acid	4211106.841	1959819.656	14089720.8	7068383.024	6922071.637	4859675.621	7074022.989	4676125.337
"3-(3,4,5-trimethoxyphenyl)propanoic acid"	5155296.227	3097319.279	9912319.949	8215170.974	8670850.03	2829329.33	4436105.149	5677476.212
7-(2-aminophenyl)heptanoic acid	2898435.545	2446236.412	6810446.27	8291907.225	26084703.3	34689520.81	5740419.405	5509478.478
Ureidosuccinic acid	19834637.32	6404171.235	1067701.436	12402581.06	1003978.68	408121.758	708718.6069	1329688.09
4-Hydroxybenzylcyanide	1327740.002	832602.6161	3396232.262	2794498.255	13734464	4243232.248	6608719.697	10165846.61
"3-[(4-hydroxyphenyl)methyl]-octahydropyrrolo[1,2-a]pyrazine-1,4-dione"	29007344.54	7014696.317	43035141.53	7410468.697	1236993.666	977066.9706	1217044.268	1543611.315
(2E)-N-(4-acetamidobutyl)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enamide	4297512.987	7764828.464	10988148.12	39700344.82	288796830.4	639595842.8	2377255.321	5446626.233
23-Nordeoxycholic acid	5026016.083	1005528.709	7155384.055	6069088.55	2309035.141	214936.3339	1973491.804	19130114.12
2-Aminobenzenesulfonic acid	1849379.947	1609622.374	684765.1082	1152049.969	20073375.18	6234620.449	3312210.103	7267415.297
12-oxo Phytodienoic Acid	4966211.608	7911362.303	2986024.072	1303653.814	10851357.48	1031682.2	8705094.636	3414479.553
N-Acetylsphingosine	2099038.84	581809.8244	2503946.612	1347531.633	2684658.993	5027817.58	7254792.635	5897089.377
Maltol	21883008.42	17830478.06	40365278.3	16964678.41	652492842.7	95157209.42	144417628.5	873040603.4
Monobutyl phthalate	3225999.91	2745048.476	17779914.21	7686754.29	651991.9913	619807.9407	772246.6576	671853.6691
NPK	431508.3436	310739.5273	2028913.03	37848774.07	907304.8352	622721.892	1309368.989	887395.9994
7-Ketodeoxycholic acid	22991867.53	57661716.8	38623615.93	59501646.35	309066363.2	581626794.1	2845457576	560718544.8
Gly-Phe	115357607.6	201142627.4	72595715.62	99622505.34	15607053.66	1888595.917	37248736.32	24840477.74
"6-[2-(2H-1,3-benzodioxol-5-yl)ethyl]-4-methoxy-2H-pyran-2-one"	17870901.96	7444923.806	24772615.55	5068347.979	272658304.2	87863760	76971734.47	154726615.1
"3-(2-methylpropyl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione"	2500474.311	1279666.663	3291171.602	3144090.178	6614488.52	33677559.07	26824745.93	2179022.405
Nicotinate ribonucleoside	17368967.41	4843447.924	17693180.89	6450361.4	1423764.899	1060620.982	10791292.18	1508048.228
"5,6-dihydroxyindole"	3206690.291	2167453.998	10336401.54	52139298.07	81534906.26	127363248.1	19693514.45	3722346.905
GNH	904510186.1	12750877.37	4196024.574	29078513.4	1543769.659	245978.488	1455737.903	575054.4441
delta9-THC-d9	33852987.24	19163247.05	27856350.69	37561650.86	20988480.99	11223803.84	22134235.25	28304736.55
PC(16:0/16:0)	7521254.639	11998800.05	2460538.798	2913909.938	38358841.21	33515581.97	14210965.18	1997417.233
"5-[(8Z,11Z)-pentadeca-8,11-dien-1-yl]benzene-1,3-diol"	570571.4772	1258654.322	3053960.595	508817.1976	56013985.54	3339744.624	34934790.39	1335929.998
2-Keto-4-methylthiobutyric acid	14670364.18	5697796.897	17615145.49	14509979.14	2565619.675	3935486.293	1809076.626	3421746.573
LPG 19:1	8131235.387	6182857.683	4523606.851	13881138.49	4266999.611	3009466.655	2698867.666	5407046.197
Piceatannol	18308530.97	4067590.297	12169280.23	16576872.36	442055.3167	674981.821	4731692.748	1255280.997
Prostaglandin A3	27912735.57	7726599.753	5846744.833	4045999.463	33793080.66	2618968.52	38932278.7	13553841.2
4-(hydroxymethyl)benzoic acid	1428797.152	925013.5309	2043295.699	3511993.032	7079167.271	7496842.739	2553255.723	4974879.501
Acetylcarnitine	12839301.67	14804533.05	2643759.44	8425392.404	6311038.946	7522761.246	3551405.14	520356.1355
N-Acetylglycine	1993438.699	1044585.918	1761897.52	1537058.637	1892838.778	1110354.733	941018.7291	1046138.285
Tropolone	6373346.677	1300754.701	2966719.505	2378179.79	20318562.03	33153119.13	2581295.664	4366600.208
1-[4-hydroxy-3-(3-methylbut-2-en-1-yl)phenyl]ethan-1-one	18065003.5	8776187.164	32322056.66	37007733.61	12741648.27	21343563.85	34383750.27	9114321.794
PLK	2462555.089	1606454.535	1953914.417	1728987.391	2398237.905	3554318.538	848867.2468	905716.637
Phloretin	32243442.76	13954483.71	55785126.77	20773307.42	218741607	47169868.33	65628677.43	157090181.7
2-Arachidonoyl glycerol	877193182	191837948.5	58373395.13	146824307.7	5685445.958	28750654.4	6054537.383	5241167.784
(±)9-HpODE	15430462.53	15017818.36	17729220.93	11503586.07	238712251	10567429.36	130929114.4	58132390.25
Riboflavin	99318092.44	50426336.34	87646691.64	81108946.84	14639899.16	52403177.87	42455018.47	81856438.85
Bicyclo Prostaglandin E2	1373390.995	11450882.5	956042.0797	589263.9953	257223.3296	316444.8112	396153.7073	398873.3367
17beta-Trenbolone	2212611.977	4599193.204	4800368.53	2335747.908	48079076.29	14033594.95	37837568.74	25661346.74
Indole-3-carboxaldehyde	122120806.5	48345742.82	125433504.8	269282302.5	17739901.62	35912269.83	18486755.76	67129911.22
(R)-Equol	28516813.54	15011171.33	70616353.23	28427644.25	152430611.7	60662407.91	65089019.43	593067601.5
2-(2-pyridyl)-2-{2-[4-(trifluoromethoxy)phenyl]hydrazono}acetonitrile	1606767.374	3288927.853	7914345.895	6717601.973	73264603.24	54577819.49	157342452.4	59339174.46
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione"	9078891.248	5954537.988	22877896.24	8997784.795	27940833.84	14340930.68	18674895.37	11830474.91
Lysopc 17:0	126802558.6	190594698.3	96678516.93	55437678.28	2231381.381	13453179.71	1311946.468	4127153.299
LPC 20:0	11964887.95	11341241.75	5067806.284	2884908.406	101515.5238	297275.7132	158165.2596	240843.5981
13-α-(21)-Epoxyeurycomanone	1208418.914	804955.15	834288.4743	660717.8632	20702792.57	19010350.23	13036767.48	18818837.77
"all-cis-4,7,10,13,16-Docosapentaenoic acid"	362058386.2	421939911.1	441442478.4	308387447.2	42997940.39	396814034.5	55582149.7	62061724.56
N-acetyl-D-glucosamine	15056746.88	6676137.014	23118332.88	18447614.93	16067978.72	7448052.975	37057697.32	5796281.248
L-Carnitine	3988353.065	1519491.217	9773685.986	3468918.44	22053917.87	31714834.15	753723.504	1656308.484
FAHFA (16:0/18:2)	12514621.96	11229868.13	888162.1166	7200596.118	631715.5966	381235.7764	1781906.044	2537236.234
alpha-Ketoglutaric acid	45175198.29	620996.6489	1141537.96	1512104.575	865287.7609	417313.0264	2501905.741	937785.7172
13(S)-HOTrE	116740693.4	145745409.1	60983222.8	37375625.38	208133558.9	19789513.41	223372526.2	55101771.5
L-(-)-Arabitol	1681352.01	2124892.837	1286954.93	1330925.452	1706583.979	1628194.312	1047419.041	566221.788
Maslinic acid	11659448.29	1381614.61	12086816.11	4311799.256	2985067.6	5849639.812	36806048.9	45569609.55
PC (16:2e/2:0)	6772178823	5131117708	821607601.8	475604460.3	21359456.99	18964030.6	68351736.2	6945830.103
